"date";"bank";"account";"number";"mode";"payee";"comment";"quantity";"unit";"amount";"sign";"category";"status";"tracker";"bookmarked";"id";"idtransaction";"idgroup"
"2023-12-27";"Bank_001";"Account_001";"";"Débit";"Payee_012";"DU 261223 CASINO.FR CS940 LE LOCATION_002       CARTE   4974********4225";"-32.20";"€";"-32.20";"-";"Alimentation";"Y";"";"N";"853";"785";"0"
"2023-12-27";"Bank_001";"Account_001";"";"Débit";"Payee_012";"DU 261223 CASINO.FR CS940 LE LOCATION_002       CARTE   4974********4225";"-3.36";"€";"-3.36";"-";"Divers > Achat Divers";"Y";"";"N";"854";"785";"0"
"2023-12-27";"Bank_001";"Account_001";"";"Débit";"Payee_002";"DGFIP IMPOT 006105 ECH/271223 ID EMETTEUR/FRXXZZZXXXXXX MDT/XXXXXXXXXX";"-404.00";"€";"-404.00";"-";"Taxes et impôts > Impôts sur le revenu";"Y";"";"N";"796";"786";"0"
"2023-12-27";"Bank_001";"Account_001";"";"Crédit";"Payee_028";"/DE COMPANY_001 SAS /MOTIF XXXXXXXXXX /REF COMPANY_001 SAS      33491657380";"3770.87";"€";"3770.87";"+";"Revenus du travail > Salaire net";"Y";"";"N";"797";"787";"0"
"2023-12-28";"Bank_001";"Account_001";"";"Débit";"Payee_002";"SYMAMOBILE ECH/281223 ID EMETTEUR/FRXXZZZXXXXXX MDT/XXXXXXXXXX";"-5.59";"€";"-5.59";"-";"Frais généraux > Téléphone portable";"Y";"";"N";"798";"788";"0"
"2023-12-28";"Bank_001";"Account_001";"";"Débit";"Payee_006";"DU 271223 WWW.GREENSUSHI. 00 LOCATION_006       CARTE   4974********4225";"-22.30";"€";"-22.30";"-";"Alimentation";"Y";"";"N";"799";"789";"0"
"2023-12-29";"Bank_001";"Account_001";"";"Débit";"Payee_011";"DU 261223 AMAZON PAYMENTS PAYLI2441535/   CARTE   4974********4225";"-5.08";"€";"-5.08";"-";"Divers > Achat Divers";"Y";"";"N";"800";"790";"0"
"2023-12-29";"Bank_001";"Account_001";"";"Débit";"Payee_013";"DU 281223 MERCHANT  LE LOCATION_002       CARTE   4974********4225";"-12.00";"€";"-12.00";"-";"Alimentation";"Y";"";"N";"801";"791";"0"
"2023-12-29";"Bank_001";"Account_001";"";"Débit";"Payee_046";"DU 281223 MERCHANT            LOCATION_001         CARTE   4974********4225";"-175.00";"€";"-175.00";"-";"Santé > Dentiste";"Y";"";"N";"802";"792";"0"
"2024-01-02";"Bank_001";"Account_001";"";"Débit";"Payee_053";"DU 301223 MERCHANT      CARTE   4974********4225                USA";"-9.24";"€";"-9.24";"-";"Informatique";"Y";"";"N";"803";"793";"0"
"2024-01-02";"Bank_001";"Account_001";"";"Débit";"Payee_006";"DU 301223 WWW.GREENSUSHI. 00 LOCATION_006       CARTE   4974********4225";"-27.30";"€";"-27.30";"-";"Alimentation";"Y";"";"N";"804";"794";"0"
"2024-01-02";"Bank_001";"Account_001";"";"Débit";"Payee_036";"DU 010124 MERCHANT  CARTE   4974********4225                ITA";"-27.45";"€";"-27.45";"-";"Soins > Esthétique";"Y";"";"N";"805";"795";"0"
"2024-01-02";"Bank_001";"Account_001";"";"Débit";"Payee_015";"DU 010124 MERCHANT       BORDEAUX CEDE   CARTE   4974********4225";"-29.47";"€";"-29.47";"-";"Soins";"Y";"";"N";"806";"796";"0"
"2024-01-02";"Bank_001";"Account_001";"";"Débit";"Payee_006";"DU 311223 MERCHANT       AMSTERDAM       CARTE   4974********4225";"-36.23";"€";"-36.23";"-";"Alimentation";"Y";"";"N";"807";"797";"0"
"2024-01-03";"Bank_001";"Account_001";"";"Débit";"Payee_054";"DU 301223 MERCHANT  PAYLI2090401/   CARTE   4974********4225";"-3.97";"€";"-3.97";"-";"Divers > Achat Divers";"Y";"";"N";"808";"798";"0"
"2024-01-03";"Bank_001";"Account_001";"";"Débit";"Payee_029";"URSSAF RHONE-ALPES AVANCE IMMEDIATE ECH/030124 ID EMETTEUR/FR55HOM1430";"-14.87";"€";"-14.87";"-";"Maison > Ménage";"Y";"";"N";"809";"799";"0"
"2024-01-03";"Bank_001";"Account_001";"";"Débit";"Payee_029";"URSSAF RHONE-ALPES AVANCE IMMEDIATE ECH/030124 ID EMETTEUR/FR55HOM1430";"-22.50";"€";"-22.50";"-";"Maison > Ménage";"Y";"";"N";"810";"800";"0"
"2024-01-03";"Bank_001";"Account_001";"";"Débit";"Payee_012";"DU 010124 CASINO.FR CS940 LE LOCATION_002       CARTE   4974********4225";"-39.24";"€";"-39.24";"-";"Alimentation";"Y";"";"N";"855";"801";"0"
"2024-01-03";"Bank_001";"Account_001";"";"Débit";"Payee_012";"DU 010124 CASINO.FR CS940 LE LOCATION_002       CARTE   4974********4225";"-16.83";"€";"-16.83";"-";"Divers > Achat Divers";"Y";"";"N";"856";"801";"0"
"2024-01-03";"Bank_001";"Account_001";"";"Crédit";"Payee_038";"/DE CPAM 061 LOCATION_004 /MOTIF XXXXXXXXXX /REF XXXXXXXXXX";"104.76";"€";"104.76";"+";"Santé > Dentiste";"Y";"";"N";"812";"802";"0"
"2024-01-04";"Bank_001";"Account_001";"";"Débit";"Payee_006";"DU 030124 WWW.GREENSUSHI. 00 LOCATION_006       CARTE   4974********4225";"-22.30";"€";"-22.30";"-";"Alimentation";"Y";"";"N";"813";"803";"0"
"2024-01-04";"Bank_001";"Account_001";"";"Débit";"Payee_035";"DU 010124 AMAZON PAYMENTS PAYLI2441535/   CARTE   4974********4225";"-89.90";"€";"-89.90";"-";"Soins";"Y";"";"N";"814";"804";"0"
"2024-01-05";"Bank_001";"Account_001";"";"Débit";"Payee_037";"DU 030124 AMAZON PAYMENTS PAYLI2441535/   CARTE   4974********4225";"-37.36";"€";"-37.36";"-";"Soins > Esthétique";"Y";"";"N";"815";"805";"0"
"2024-01-05";"Bank_001";"Account_001";"";"Débit";"Payee_031";"TOTALENERGIES ELECTRICITE ET GAZ FRANCE ECH/050124 ID EMETTEUR/FR03ZZZ";"-55.00";"€";"-55.00";"-";"Maison > Electricité";"Y";"";"N";"816";"806";"0"
"2024-01-05";"Bank_001";"Account_001";"";"Crédit";"Payee_047";"/DE GENERATION /MOTIF XXXXXXXXXX PERSON_004 PERSON_005 /REF XXXXXXXXXX";"69.84";"€";"69.84";"+";"Santé > Dentiste";"Y";"";"N";"817";"807";"0"
"2024-01-05";"Bank_001";"Account_001";"";"Débit";"Payee_055";"FREE TELECOM ECH/050124 ID EMETTEUR/FRXXZZZXXXXXX MDT/XXXXXXXXXX REF/FHD";"-72.86";"€";"-72.86";"-";"Maison > Internet";"Y";"";"N";"818";"808";"0"
"2024-01-05";"Bank_001";"Account_001";"";"Débit";"Payee_030";"FONCIA AD IMMOBILIER GERANCE ECH/050124 ID EMETTEUR/FRXXZZZXXXXXX MDT/";"-710.88";"€";"-710.88";"-";"Maison > Loyer";"Y";"";"N";"819";"809";"0"
"2024-01-08";"Bank_006";"Account_007";"";"Crédit";"Payee_032";"UTILISE-------- 2SZ0ELO0QKQ02T0JGZP40Z062T0YJY972Z0T2T1FHF6Y00192T27OINH212V2T2IQOJL2125";"180.00";"€";"180.00";"+";"Autres revenus";"Y";"";"N";"777";"767";"0"
"2024-01-08";"Bank_001";"Account_001";"";"Crédit";"Payee_055";"/DE SFR /MOTIF XXXXXXXXXX SFR FIXE 1-1RD9AMS62 1851338018 /REF 0000";"3.11";"€";"3.11";"+";"Maison > Internet";"Y";"";"N";"820";"810";"0"
"2024-01-08";"Bank_001";"Account_001";"";"Débit";"Payee_045";"DU 060124 MERCHANT       CARTE   4974********4225";"-44.87";"€";"-44.87";"-";"Alimentation";"Y";"";"N";"821";"811";"0"
"2024-01-09";"Bank_001";"Account_001";"";"Débit";"Payee_006";"DU 080124 WWW.GREENSUSHI. 00 LOCATION_006       CARTE   4974********4225";"-22.30";"€";"-22.30";"-";"Alimentation";"Y";"";"N";"822";"812";"0"
"2024-01-09";"Bank_001";"Account_001";"";"Débit";"Payee_017";"DU 080124 MERCHANT   PARIS 10        CARTE   4974********4225";"-63.50";"€";"-63.50";"-";"Dépenses Travail > Transport";"Y";"";"N";"823";"813";"0"
"2024-01-09";"Bank_006";"Account_007";"";"Débit";"Payee_057";"";"-52.99";"€";"-52.99";"-";"Soins > Habillement";"Y";"";"N";"865";"846";"0"
"2024-01-09";"Bank_006";"Account_007";"";"Débit";"Payee_057";"";"-67.01";"€";"-67.01";"-";"Soins > Coiffeur";"Y";"";"N";"866";"846";"0"
"2024-01-10";"Bank_001";"Account_001";"";"Débit";"Payee_056";"SYMAMOBILE ECH/100124 ID EMETTEUR/FRXXZZZXXXXXX MDT/XXXXXXXXXX";"-20.00";"€";"-20.00";"-";"Frais généraux > Téléphone portable";"Y";"";"N";"824";"814";"0"
"2024-01-11";"Bank_001";"Account_001";"";"Débit";"Payee_058";"DU 090124 CDISCOUNT 1 A   BORDEAUX        CARTE   4974********4225";"-8.89";"€";"-8.89";"-";"Soins > Coiffeur";"Y";"";"N";"825";"815";"0"
"2024-01-11";"Bank_001";"Account_001";"";"Débit";"Payee_006";"DU 090124 MERCHANT       AMSTERDAM       CARTE   4974********4225";"-24.67";"€";"-24.67";"-";"Alimentation";"Y";"";"N";"826";"816";"0"
"2024-01-14";"Portefeuille";"Account_008";"";"Débit";"Payee_022";"";"-1.70";"€";"-1.70";"-";"Transport > Transports en commun";"Y";"";"N";"860";"842";"0"
"2024-01-14";"Bank_006";"Account_007";"";"Débit";"Payee_059";"";"-60.00";"€";"-60.00";"-";"Informatique";"Y";"";"N";"867";"847";"0"
"2024-01-15";"Bank_001";"Account_001";"";"Débit";"Payee_060";"DU 140124 MERCHANT       BORDEAUX CEDE   CARTE   4974********4225";"-9.99";"€";"-9.99";"-";"Informatique";"Y";"";"N";"827";"817";"0"
"2024-01-15";"Bank_001";"Account_001";"";"Débit";"Payee_013";"DU 130124 MERCHANT  LE LOCATION_002       CARTE   4974********4225";"-10.00";"€";"-10.00";"-";"Alimentation";"Y";"";"N";"828";"818";"0"
"2024-01-15";"Bank_001";"Account_001";"";"Débit";"Payee_048";"DU 120124 MERCHANT   LOCATION_001         CARTE   4974********4225";"-40.70";"€";"-40.70";"-";"Soins > Esthétique";"Y";"";"N";"829";"819";"0"
"2024-01-15";"Bank_001";"Account_001";"";"Débit";"Payee_041";"DU 140124 AMAZON PAYMENTS PAYLI2441535/   CARTE   4974********4225";"-87.99";"€";"-87.99";"-";"Informatique";"Y";"";"N";"830";"820";"0"
"2024-01-15";"Bank_001";"Account_001";"";"Crédit";"Payee_079";"/DE D.G.F.I.P. 67 IMPOT /MOTIF XXXXXXXXXX CREDIMPOT    111 XXXXXXXXXXXX";"185.00";"€";"185.00";"+";"Autres revenus > Crédits d'impôts";"Y";"";"N";"831";"821";"0"
"2024-01-16";"Bank_001";"Account_001";"";"Débit";"Payee_013";"DU 150124 SOGERESVIVACITY PARIS 12        CARTE   4974********4225";"-20.00";"€";"-20.00";"-";"Alimentation";"Y";"";"N";"832";"822";"0"
"2024-01-16";"Bank_001";"Account_001";"";"Débit";"Payee_006";"DU 140124 MERCHANT       AMSTERDAM       CARTE   4974********4225";"-23.42";"€";"-23.42";"-";"Alimentation";"Y";"";"N";"833";"823";"0"
"2024-01-16";"Bank_001";"Account_001";"";"Débit";"Payee_040";"DU 130124 MERCHANT  PAYLI2090401/   CARTE   4974********4225";"-23.75";"€";"-23.75";"-";"Divers > Achat Divers";"Y";"";"N";"834";"824";"0"
"2024-01-17";"Bank_001";"Account_001";"";"Débit";"Payee_039";"DU 130124 MERCHANT      CARTE   4974********4225                LUX";"-5.10";"€";"-5.10";"-";"Soins > Esthétique";"Y";"";"N";"835";"825";"0"
"2024-01-17";"Bank_001";"Account_001";"";"Débit";"Payee_010";"DU 150124 MERCHANT       AMSTERDAM       CARTE   4974********4225";"-12.93";"€";"-12.93";"-";"Dépenses Travail > Transport";"Y";"";"N";"836";"826";"0"
"2024-01-17";"Bank_001";"Account_001";"";"Débit";"Payee_006";"DU 150124 MERCHANT       AMSTERDAM       CARTE   4974********4225";"-18.31";"€";"-18.31";"-";"Alimentation";"Y";"";"N";"837";"827";"0"
"2024-01-17";"Bank_001";"Account_001";"";"Débit";"Payee_006";"DU 160124 MERCHANT       AMSTERDAM       CARTE   4974********4225";"-22.92";"€";"-22.92";"-";"Alimentation";"Y";"";"N";"838";"828";"0"
"2024-01-18";"Bank_001";"Account_001";"";"Débit";"Payee_013";"DU 170124 MERCHANT       CARTE   4974********4225";"-12.70";"€";"-12.70";"-";"Alimentation";"Y";"";"N";"839";"829";"0"
"2024-01-18";"Bank_001";"Account_001";"";"Débit";"Payee_006";"DU 170124 WWW.GREENSUSHI. 00 LOCATION_006       CARTE   4974********4225";"-22.30";"€";"-22.30";"-";"Alimentation";"Y";"";"N";"840";"830";"0"
"2024-01-19";"Bank_001";"Account_001";"";"Débit";"Payee_001";"DU 170124 CASINO.FR CS940 LE LOCATION_002       CARTE   4974********4225";"-75.59";"€";"-75.59";"-";"Alimentation";"Y";"";"N";"857";"831";"0"
"2024-01-19";"Bank_001";"Account_001";"";"Débit";"Payee_001";"DU 170124 CASINO.FR CS940 LE LOCATION_002       CARTE   4974********4225";"-4.35";"€";"-4.35";"-";"Divers > Achat Divers";"Y";"";"N";"858";"831";"0"
"2024-01-22";"Bank_001";"Account_001";"";"Débit";"Payee_045";"DU 190124 MERCHANT    LE LOCATION_002       CARTE   4974********4225";"-10.70";"€";"-10.70";"-";"Alimentation";"Y";"";"N";"842";"832";"0"
"2024-01-22";"Bank_001";"Account_001";"";"Débit";"Payee_043";"DU 180124 MERCHANT  PAYLI2090401/   CARTE   4974********4225";"-17.32";"€";"-17.32";"-";"Soins > Coiffeur";"Y";"";"N";"843";"833";"0"
"2024-01-22";"Bank_001";"Account_001";"";"Débit";"Payee_044";"DU 190124 AMAZON PAYMENTS PAYLI2441535/   CARTE   4974********4225";"-59.99";"€";"-59.99";"-";"Informatique";"Y";"";"N";"844";"834";"0"
"2024-01-24";"Bank_001";"Account_001";"";"Débit";"Payee_017";"DU 220124 MERCHANT   PARIS 10        CARTE   4974********4225";"-73.00";"€";"-73.00";"-";"Dépenses Travail > Transport";"Y";"";"N";"845";"835";"0"
"2024-01-24";"Bank_001";"Account_001";"";"Crédit";"Payee_042";"REMBOURST CB DU 230124 AMAZON PAYMENTS PAYLI2441535/   CARTE   4974XXX";"87.99";"€";"87.99";"+";"Informatique";"Y";"";"N";"846";"836";"0"
"2024-01-25";"Bank_001";"Account_001";"";"Débit";"Payee_056";"SYMAMOBILE ECH/250124 ID EMETTEUR/FRXXZZZXXXXXX MDT/XXXXXXXXXX";"-25.59";"€";"-25.59";"-";"Frais généraux > Téléphone portable";"Y";"";"N";"847";"837";"0"
"2024-01-25";"Portefeuille";"Account_008";"";"Débit";"Payee_022";"";"-1.70";"€";"-1.70";"-";"Transport > Transports en commun";"Y";"";"N";"861";"843";"0"
"2024-01-25";"Portefeuille";"Account_008";"";"Débit";"Payee_022";"";"-1.70";"€";"-1.70";"-";"Transport > Transports en commun";"Y";"";"N";"862";"844";"0"
"2024-01-26";"Bank_001";"Account_001";"";"Débit";"Payee_039";"DU 240124 MERCHANT      CARTE   4974********4225                LUX";"-3.23";"€";"-3.23";"-";"Soins > Esthétique";"Y";"";"N";"848";"838";"0"
"2024-01-26";"Bank_001";"Account_001";"";"Débit";"Payee_169";"DU 250124 MERCHANT      LOCATION_006          CARTE   4974********4225";"-135.96";"€";"-135.96";"-";"Soins > Esthétique";"Y";"";"N";"849";"839";"0"
"2024-01-26";"Bank_001";"Account_001";"";"Débit";"Payee_170";"DU 250124 MERCHANT      LOCATION_006          CARTE   4974********4225";"-500.00";"€";"-500.00";"-";"Soins > Esthétique";"Y";"";"N";"850";"840";"0"
"2024-01-28";"Portefeuille";"Account_008";"";"Débit";"Payee_022";"";"-1.70";"€";"-1.70";"-";"Transport > Transports en commun";"Y";"";"N";"1040";"1012";"0"
"2024-01-29";"Bank_001";"Account_001";"";"Crédit";"Payee_039";"REMBOURST CB DU 260124 MERCHANT      CARTE   4974********4225";"3.12";"€";"3.12";"+";"Soins > Esthétique";"Y";"";"N";"868";"848";"0"
"2024-01-29";"Bank_001";"Account_001";"";"Débit";"Payee_045";"DU 280124 MERCHANT       CARTE   4974********4225";"-6.66";"€";"-6.66";"-";"Alimentation";"Y";"";"N";"869";"849";"0"
"2024-01-29";"Bank_001";"Account_001";"";"Débit";"Payee_013";"DU 270124 MERCHANT  LE LOCATION_002       CARTE   4974********4225";"-10.00";"€";"-10.00";"-";"Alimentation";"Y";"";"N";"870";"850";"0"
"2024-01-29";"Bank_001";"Account_001";"";"Débit";"Payee_006";"DU 240124 MERCHANT       AMSTERDAM       CARTE   4974********4225";"-33.04";"€";"-33.04";"-";"Alimentation";"Y";"";"N";"871";"851";"0"
"2024-01-29";"Bank_001";"Account_001";"";"Débit";"Payee_061";"DU 230124 AMAZON PAYMENTS PAYLI2441535/   CARTE   4974********4225";"-339.94";"€";"-339.94";"-";"Soins > Habillement";"Y";"";"N";"872";"852";"0"
"2024-01-29";"Bank_001";"Account_001";"";"Crédit";"Payee_028";"/DE COMPANY_001 SAS /MOTIF XXXXXXXXXX /REF COMPANY_001 SAS      40221831500";"3757.31";"€";"3757.31";"+";"Revenus du travail > Salaire net";"Y";"";"N";"873";"853";"0"
"2024-01-30";"Bank_001";"Account_001";"";"Débit";"Payee_062";"DU 280124 AMAZON PAYMENTS PAYLI2441535/   CARTE   4974********4225";"-8.49";"€";"-8.49";"-";"Divers > Achat Divers";"Y";"";"N";"874";"854";"0"
"2024-01-30";"Bank_001";"Account_001";"";"Débit";"Payee_006";"DU 290124 MCDONALDS 102   PARIS0000102/   CARTE   4974********4225";"-12.45";"€";"-12.45";"-";"Alimentation";"Y";"";"N";"875";"855";"0"
"2024-01-30";"Portefeuille";"Account_008";"";"Débit";"Payee_013";"";"-9.00";"€";"-9.00";"-";"Alimentation";"Y";"";"N";"1034";"1006";"0"
"2024-01-30";"Portefeuille";"Account_008";"";"Débit";"Payee_022";"";"-1.70";"€";"-1.70";"-";"Transport > Transports en commun";"Y";"";"N";"1036";"1008";"0"
"2024-01-31";"Bank_001";"Account_001";"";"Débit";"Payee_013";"DU 300124 MERCHANT       CARTE   4974********4225";"-10.80";"€";"-10.80";"-";"Alimentation";"Y";"";"N";"876";"856";"0"
"2024-02-01";"Bank_001";"Account_001";"";"Débit";"Payee_084";"DU 300124 MERCHANT      CARTE   4974********4225                USA";"-9.44";"€";"-9.44";"-";"Informatique";"Y";"";"N";"877";"857";"0"
"2024-02-01";"Bank_001";"Account_001";"";"Débit";"Payee_013";"DU 310124 MERCHANT  LE LOCATION_002       CARTE   4974********4225";"-11.00";"€";"-11.00";"-";"Alimentation";"Y";"";"N";"878";"858";"0"
"2024-02-02";"Bank_001";"Account_001";"";"Débit";"Payee_013";"DU 010224 MERCHANT       CARTE   4974********4225";"-12.70";"€";"-12.70";"-";"Alimentation";"Y";"";"N";"879";"859";"0"
"2024-02-02";"Bank_006";"Account_007";"";"Crédit";"Payee_063";"CWA0SWXWTTZH CDISCOUNT---------------REMBOURSE EN CASH";"35.00";"€";"35.00";"+";"Soins > Habillement";"Y";"";"N";"961";"941";"0"
"2024-02-05";"Bank_001";"Account_001";"";"Débit";"Payee_049";"DU 030224 ESCOTA ST.ISIDO MANDELIEU LA    CARTE   4974********4225";"-1.50";"€";"-1.50";"-";"Automobile > Péage";"Y";"";"N";"880";"860";"0"
"2024-02-05";"Bank_001";"Account_001";"";"Débit";"Payee_049";"DU 030224 ESCOTA ST.ISIDO MANDELIEU LA    CARTE   4974********4225";"-1.50";"€";"-1.50";"-";"Automobile > Péage";"Y";"";"N";"881";"861";"0"
"2024-02-05";"Bank_001";"Account_001";"";"Débit";"Payee_049";"DU 030224 MERCHANT  MANDELIEU LA    CARTE   4974********4225";"-3.50";"€";"-3.50";"-";"Automobile > Péage";"Y";"";"N";"882";"862";"0"
"2024-02-05";"Bank_001";"Account_001";"";"Débit";"Payee_049";"DU 030224 MERCHANT   MANDELIEU LA    CARTE   4974********4225";"-3.50";"€";"-3.50";"-";"Automobile > Péage";"Y";"";"N";"883";"863";"0"
"2024-02-05";"Bank_001";"Account_001";"";"Débit";"Payee_013";"DU 020224 MERCHANT       CARTE   4974********4225";"-8.40";"€";"-8.40";"-";"Alimentation";"Y";"";"N";"884";"864";"0"
"2024-02-05";"Bank_001";"Account_001";"";"Débit";"Payee_013";"DU 020224 MERCHANT    LE LOCATION_002       CARTE   4974********4225";"-8.50";"€";"-8.50";"-";"Alimentation";"Y";"";"N";"885";"865";"0"
"2024-02-05";"Bank_001";"Account_001";"";"Débit";"Payee_029";"URSSAF RHONE-ALPES AVANCE IMMEDIATE ECH/050224 ID EMETTEUR/FR55HOM1430";"-14.87";"€";"-14.87";"-";"Maison > Ménage";"Y";"";"N";"886";"866";"0"
"2024-02-05";"Bank_001";"Account_001";"";"Débit";"Payee_006";"DU 040224 WWW.GREENSUSHI. 00 LOCATION_006       CARTE   4974********4225";"-22.30";"€";"-22.30";"-";"Alimentation";"Y";"";"N";"887";"867";"0"
"2024-02-05";"Bank_001";"Account_001";"";"Débit";"Payee_029";"URSSAF RHONE-ALPES AVANCE IMMEDIATE ECH/050224 ID EMETTEUR/FR55HOM1430";"-22.50";"€";"-22.50";"-";"Maison > Ménage";"Y";"";"N";"888";"868";"0"
"2024-02-05";"Bank_001";"Account_001";"";"Débit";"Payee_031";"TOTALENERGIES ELECTRICITE ET GAZ FRANCE ECH/050224 ID EMETTEUR/FR03ZZZ";"-55.00";"€";"-55.00";"-";"Maison > Electricité";"Y";"";"N";"889";"869";"0"
"2024-02-05";"Bank_001";"Account_001";"";"Crédit";"Payee_063";"REMBOURST CB DU 020224 AMAZON PAYMENTS PAYLI2441535/   CARTE   4974XXX";"83.21";"€";"83.21";"+";"Soins > Habillement";"Y";"";"N";"890";"870";"0"
"2024-02-05";"Bank_001";"Account_001";"";"Débit";"Payee_002";"ACTIVE ASSURANCES ECH/050224 ID EMETTEUR/FRXXZZZXXXXXX MDT/ MANDAT NO";"-336.70";"€";"-336.70";"-";"Automobile > Assurance";"Y";"";"N";"891";"871";"0"
"2024-02-06";"Bank_001";"Account_001";"";"Débit";"Payee_027";"FREE TELECOM ECH/060224 ID EMETTEUR/FRXXZZZXXXXXX MDT/XXXXXXXXXX REF/FHD";"-29.99";"€";"-29.99";"-";"Frais généraux > Téléphone portable";"Y";"";"N";"892";"872";"0"
"2024-02-07";"Bank_001";"Account_001";"";"Débit";"Payee_030";"FONCIA AD IMMOBILIER GERANCE ECH/070224 ID EMETTEUR/FRXXZZZXXXXXX MDT/";"-710.88";"€";"-710.88";"-";"Maison > Loyer";"Y";"";"N";"893";"873";"0"
"2024-02-07";"Bank_006";"Account_007";"";"Crédit";"Payee_064";"GPIHUMQEP EXP 06/02/2025 20:33 UTILISE--------";"15.00";"€";"15.00";"+";"Dépenses Travail > Transport";"Y";"";"N";"962";"942";"0"
"2024-02-08";"Bank_001";"Account_001";"";"Débit";"Payee_013";"DU 070224 MERCHANT  LE LOCATION_002       CARTE   4974********4225";"-10.00";"€";"-10.00";"-";"Alimentation";"Y";"";"N";"894";"874";"0"
"2024-02-08";"Bank_001";"Account_001";"";"Débit";"Payee_006";"DU 060224 MERCHANT       AMSTERDAM       CARTE   4974********4225";"-21.32";"€";"-21.32";"-";"Alimentation";"Y";"";"N";"895";"875";"0"
"2024-02-08";"Bank_001";"Account_001";"";"Crédit";"Payee_063";"REMBOURST CB DU 070224 AMAZON PAYMENTS PAYLI2441535/   CARTE   4974XXX";"77.75";"€";"77.75";"+";"Soins > Habillement";"Y";"";"N";"896";"876";"0"
"2024-02-09";"Bank_001";"Account_001";"";"Débit";"Payee_013";"DU 080224 MERCHANT       CARTE   4974********4225";"-10.50";"€";"-10.50";"-";"Alimentation";"Y";"";"N";"897";"877";"0"
"2024-02-09";"Bank_001";"Account_001";"";"Crédit";"Payee_169";"/DE GENERATION /MOTIF XXXXXXXXXX PERSON_004 PERSON_005 /REF XXXXXXXXXX";"135.96";"€";"135.96";"+";"Soins > Esthétique";"Y";"";"N";"898";"878";"0"
"2024-02-12";"Bank_001";"Account_001";"";"Débit";"Payee_065";"DU 110224 MERCHANT  PAYLI2090401/   CARTE   4974********4225";"-7.37";"€";"-7.37";"-";"Soins > Esthétique";"Y";"";"N";"899";"879";"0"
"2024-02-12";"Bank_001";"Account_001";"";"Débit";"Payee_006";"DU 080224 MERCHANT       AMSTERDAM       CARTE   4974********4225";"-25.78";"€";"-25.78";"-";"Alimentation";"Y";"";"N";"900";"880";"0"
"2024-02-12";"Bank_001";"Account_001";"";"Débit";"Payee_012";"DU 090224 CASINO.FR CS940 LE LOCATION_002       CARTE   4974********4225";"-52.97";"€";"-52.97";"-";"Alimentation";"Y";"";"N";"963";"881";"0"
"2024-02-12";"Bank_001";"Account_001";"";"Débit";"Payee_012";"DU 090224 CASINO.FR CS940 LE LOCATION_002       CARTE   4974********4225";"-1.09";"€";"-1.09";"-";"Divers > Achat Divers";"Y";"";"N";"964";"881";"0"
"2024-02-13";"Bank_001";"Account_001";"";"Débit";"Payee_006";"DU 110224 MERCHANT         PARIS           CARTE   4974********4225";"-18.99";"€";"-18.99";"-";"Alimentation";"Y";"";"N";"902";"882";"0"
"2024-02-14";"Bank_001";"Account_001";"";"Débit";"Payee_006";"DU 130224 WWW.GREENSUSHI. 00 LOCATION_006       CARTE   4974********4225";"-22.30";"€";"-22.30";"-";"Alimentation";"Y";"";"N";"903";"883";"0"
"2024-02-14";"Bank_001";"Account_001";"";"Débit";"Payee_066";"DU 130224 TRIP.COM        CARTE   4974********4225                NLD";"-76.70";"€";"-76.70";"-";"Dépenses Travail > Hotel";"Y";"";"N";"904";"884";"0"
"2024-02-14";"Bank_001";"Account_001";"";"Débit";"Payee_017";"DU 130224 MERCHANT   PARIS 10        CARTE   4974********4225";"-120.00";"€";"-120.00";"-";"Dépenses Travail > Transport";"Y";"";"N";"905";"885";"0"
"2024-02-15";"Bank_001";"Account_001";"";"Débit";"Payee_013";"DU 140224 MERCHANT  LE LOCATION_002       CARTE   4974********4225";"-10.00";"€";"-10.00";"-";"Alimentation";"Y";"";"N";"906";"886";"0"
"2024-02-19";"Bank_001";"Account_001";"";"Débit";"Payee_045";"DU 160224 MERCHANT    LE LOCATION_002       CARTE   4974********4225";"-10.70";"€";"-10.70";"-";"Alimentation";"Y";"";"N";"907";"887";"0"
"2024-02-19";"Bank_001";"Account_001";"";"Débit";"Payee_006";"DU 150224 MERCHANT       AMSTERDAM       CARTE   4974********4225";"-23.84";"€";"-23.84";"-";"Alimentation";"Y";"";"N";"908";"888";"0"
"2024-02-21";"Bank_001";"Account_001";"";"Débit";"Payee_006";"DU 200224 WWW.GREENSUSHI. 00 LOCATION_006       CARTE   4974********4225";"-22.30";"€";"-22.30";"-";"Alimentation";"Y";"";"N";"909";"889";"0"
"2024-02-22";"Bank_001";"Account_001";"";"Débit";"Payee_067";"DU 210224 MERCHANT    CARTE   4974********4225";"-9.57";"€";"-9.57";"-";"Santé > Pharmacie";"Y";"";"N";"910";"890";"0"
"2024-02-22";"Portefeuille";"Account_008";"";"Débit";"Payee_022";"";"-1.70";"€";"-1.70";"-";"Transport > Transports en commun";"Y";"";"N";"1035";"1007";"0"
"2024-02-22";"Portefeuille";"Account_008";"";"Débit";"Payee_022";"";"-1.70";"€";"-1.70";"-";"Transport > Transports en commun";"Y";"";"N";"1037";"1009";"0"
